spotify_track_uri,ts_x,username,platform,ms_played_x,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name_x,master_metadata_album_artist_name_x,master_metadata_album_album_name_x,reason_start,reason_end,shuffle,skipped,offline,track_id,master_metadata_track_name_y,master_metadata_album_artist_name_y,master_metadata_album_album_name_y,ts_y,ms_played_y,Track URI,Track Name_releases,Artist URI(s)_releases,Artist Name(s)_releases,Album URI_releases,Album Name_releases,Album Artist URI(s)_releases,Album Artist Name(s)_releases,Album Release Date_releases,Album Image URL_releases,Disc Number_releases,Track Number_releases,Track Duration (ms)_releases,Track Preview URL_releases,Explicit_releases,Popularity_releases,ISRC_releases,Added By_releases,Added At_releases,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
spotify:track:1t43TLTiHKZkLT2gZeXe0F,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1992,SE,,,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto",Johannes Brahms,Elbphilharmonie First Recording - Brahms: Symphonies Nos. 3 & 4,fwdbtn,,True,False,True,1t43TLTiHKZkLT2gZeXe0F,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto",Johannes Brahms,Elbphilharmonie First Recording - Brahms: Symphonies Nos. 3 & 4,2017-05-28 08:57:32+00:00,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0FcLTWyzWJBUZ9stykkPND,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",316557,SE,,,Someone,Synkro,Transient EP,trackdone,,True,False,True,0FcLTWyzWJBUZ9stykkPND,Someone,Synkro,Transient EP,2017-06-14 20:20:39+00:00,316557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3vkPcnCLkg07BlY3MZjyca,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",270506,SE,,,Huey Knew THEN (feat. Da$H),Ab-Soul,Do What Thou Wilt.,trackdone,,True,False,True,3vkPcnCLkg07BlY3MZjyca,Huey Knew THEN (feat. Da$H),Ab-Soul,Do What Thou Wilt.,2017-02-18 20:43:52+00:00,178040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6RI55EbhlxnXhOK27AI8WZ,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",144731,SE,,,Erica Kane,Speaker Knockerz,Married to the Money II #Mttm2,fwdbtn,,False,False,True,6RI55EbhlxnXhOK27AI8WZ,Erica Kane,Speaker Knockerz,Married to the Money II #Mttm2,2019-09-20 20:32:14+00:00,155450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",15846,SE,,,Unknown,Unknown,Unknown,fwdbtn,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6twZ92WV9VakyBJimPMZtD,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",343626,SE,,,"String Quartet in F Major, Op. 3, No. 5, Hob. III:17: II. Andante cantabile",Roman Hoffstetter,The Knot Collection of Ceremony & Wedding Music selected by The Knot's Carley Roney,trackdone,,True,False,True,6twZ92WV9VakyBJimPMZtD,"String Quartet in F Major, Op. 3, No. 5, Hob. III:17: II. Andante cantabile",Roman Hoffstetter,The Knot Collection of Ceremony & Wedding Music selected by The Knot's Carley Roney,2017-06-09 01:22:01+00:00,343626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",4002,SE,,,Unknown,Unknown,Unknown,fwdbtn,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6FZ53SQb9creiKY4PDm5NF,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",2998,SE,,,Ambre,Nils Frahm,The Glass Effect (The Music of Philip Glass & Others),backbtn,,True,False,True,6FZ53SQb9creiKY4PDm5NF,Ambre,Nils Frahm,The Glass Effect (The Music of Philip Glass & Others),2017-05-28 08:57:32+00:00,230493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2KanvXdWv5DyY5AeDzZSPj,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",429453,SE,,,"Symphony No. 6 in B Minor, Op. 74, TH 30 ""Pathétique"": II. Allegro con grazia",Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Symphony No. 6 in B Minor, Op. 74, TH 30 ""Pathétique"" - Vaughan Williams: Symphony No. 4 in F Minor",trackdone,,True,False,True,2KanvXdWv5DyY5AeDzZSPj,"Symphony No. 6 in B Minor, Op. 74, TH 30 ""Pathétique"": II. Allegro con grazia",Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Symphony No. 6 in B Minor, Op. 74, TH 30 ""Pathétique"" - Vaughan Williams: Symphony No. 4 in F Minor",2017-06-09 01:08:16+00:00,429453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4RjpANxXIGwfKbn5srJBQq,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",7082,SE,,,Higher,WOLFE,Higher,trackdone,,True,False,True,4RjpANxXIGwfKbn5srJBQq,Higher,WOLFE,Higher,2017-06-14 20:20:39+00:00,7082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7FDsNPf1p9nuaNzchkobyb,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",3431,SE,,,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo",Ludwig van Beethoven,Beethoven: Symphonies Nos. 5 & 6,clickrow,,True,False,True,7FDsNPf1p9nuaNzchkobyb,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo",Ludwig van Beethoven,Beethoven: Symphonies Nos. 5 & 6,2017-05-28 08:57:32+00:00,774546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:67zK0PUpERqkMF4Li6N1cD,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",222280,SE,,,Lapis Lazuli,Katu,Lapis Lazuli,trackdone,,True,False,True,67zK0PUpERqkMF4Li6N1cD,Lapis Lazuli,Katu,Lapis Lazuli,2017-03-16 15:39:13+00:00,123114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6s9Vp9pgZY5h4Ne4sGtnm8,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",11020,SE,,,When It Pours It Rains,Diamond,Rawkus Presents Soundbombing II,fwdbtn,,False,False,True,6s9Vp9pgZY5h4Ne4sGtnm8,When It Pours It Rains,Diamond,Rawkus Presents Soundbombing II,2019-08-08 17:30:38+00:00,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3Ab2FlAiubuhaXQHPXZxm0,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",267786,SE,,,I. Etwas lebhaft und mit der innigsten Empfindung,Ludwig van Beethoven,Beethoven: The Late Piano Sonatas,trackdone,,True,False,True,3Ab2FlAiubuhaXQHPXZxm0,I. Etwas lebhaft und mit der innigsten Empfindung,Ludwig van Beethoven,Beethoven: The Late Piano Sonatas,2017-06-09 02:50:05+00:00,267786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1hgVBq83CWNGuNLmkSGO2C,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",13424,SE,,,Ocean Floor Kisses,Galimatias,Ocean Floor Kisses,clickrow,,True,False,True,1hgVBq83CWNGuNLmkSGO2C,Ocean Floor Kisses,Galimatias,Ocean Floor Kisses,2017-04-11 21:39:26+00:00,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:58DOg0rNP4kAuXvHL3ivXt,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",233750,SE,,,Acres,Sam Gellaitry,Escapism III,trackdone,,True,False,True,58DOg0rNP4kAuXvHL3ivXt,Acres,Sam Gellaitry,Escapism III,2017-06-14 20:20:39+00:00,233750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4uFOh9hHQVCWLAZ0Wtah78,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",259701,SE,,,Control,CHVRN,Fall,trackdone,,True,False,True,4uFOh9hHQVCWLAZ0Wtah78,Control,CHVRN,Fall,2017-06-14 20:20:39+00:00,259701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4q0qfbhSX7pdbXFBdBhNBp,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",145815,SE,,,Red Tide (feat. Chris Travis),Xavier Wulf,Blood Shore Season 2,trackdone,,True,False,True,4q0qfbhSX7pdbXFBdBhNBp,Red Tide (feat. Chris Travis),Xavier Wulf,Blood Shore Season 2,2016-11-28 17:36:24+00:00,145815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:47cI8o0BFP8XO1xq7iWc3Q,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",67565,SE,,,I. Allegro,Johann Sebastian Bach,Bach: Brandenburgische Konzerte,trackdone,,True,False,True,47cI8o0BFP8XO1xq7iWc3Q,I. Allegro,Johann Sebastian Bach,Bach: Brandenburgische Konzerte,2017-05-25 16:15:25+00:00,4045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:624AHHbnW9tUA8Suq7x2ea,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",102516,SE,,,Moodswing,Sorrow,Dreamstone,fwdbtn,,True,False,True,624AHHbnW9tUA8Suq7x2ea,Moodswing,Sorrow,Dreamstone,2017-06-14 20:20:39+00:00,102516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7er49jj9LV19VQ1p2huOjt,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",203524,SE,,,Cobra,Ephixa,Cobra,trackdone,,True,False,True,7er49jj9LV19VQ1p2huOjt,Cobra,Ephixa,Cobra,2017-06-14 20:20:39+00:00,203524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0GyJA0Yn0CcqvHKzeKaVhw,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",311026,SE,,,Fire Woman,The Cult,Sonic Temple,trackdone,,True,False,True,0GyJA0Yn0CcqvHKzeKaVhw,Fire Woman,The Cult,Sonic Temple,2019-08-15 15:43:38+00:00,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2c71mdPYzTTLEmmdubjVY2,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",196363,SE,,,For Them,Ajmw,Insight,trackdone,,True,False,True,2c71mdPYzTTLEmmdubjVY2,For Them,Ajmw,Insight,2017-06-14 20:20:39+00:00,196363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4c4xO5SgE5bzHim3jfkkWh,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1333,SE,,,Snowy Lava,Ametsub,The Nothings of The North,clickrow,,True,False,True,4c4xO5SgE5bzHim3jfkkWh,Snowy Lava,Ametsub,The Nothings of The North,2017-06-14 20:20:39+00:00,1333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1Phlo7tIyS8D4aSbKMseUq,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",127741,SE,,,Peach (feat. Diana Shroomy),Macross 82-99,CHAM!,trackdone,,True,False,True,1Phlo7tIyS8D4aSbKMseUq,Peach (feat. Diana Shroomy),Macross 82-99,CHAM!,2017-05-29 18:55:21+00:00,3940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:53I7v2AooxlZmOPlKmod91,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",327346,SE,,,Whispers - III,Saï Dew,Polar Exodus,trackdone,,True,False,True,53I7v2AooxlZmOPlKmod91,Whispers - III,Saï Dew,Polar Exodus,2017-06-14 20:20:39+00:00,327346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:17i5jLpzndlQhbS4SrTd0B,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",152280,SE,,,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,"Bach: Cello Suites Nos. 1, 5 & 6",clickrow,,True,False,True,17i5jLpzndlQhbS4SrTd0B,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,"Bach: Cello Suites Nos. 1, 5 & 6",2017-05-25 16:15:20+00:00,7540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2eMwDehkIC1j68U6FA3Eiq,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",182706,SE,,,XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3,fwdbtn,,False,False,True,2eMwDehkIC1j68U6FA3Eiq,XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3,2017-05-07 18:32:12+00:00,182706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6M6lpOqBSZ05z0MnzwqbtO,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",159964,SE,,,Huron River Drive,Shigeto,Lineage,trackdone,,True,False,True,6M6lpOqBSZ05z0MnzwqbtO,Huron River Drive,Shigeto,Lineage,2017-06-14 20:20:39+00:00,159964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1lOVilzLQuYY2fnFrQ76DK,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",141,SE,,,"Waltz in C-sharp minor, Op. 64 No. 2",Frédéric Chopin,Chopin: Works for Piano,fwdbtn,,True,False,True,1lOVilzLQuYY2fnFrQ76DK,"Waltz in C-sharp minor, Op. 64 No. 2",Frédéric Chopin,Chopin: Works for Piano,2017-05-28 08:57:32+00:00,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4qhsmXkcjPMdRE2nfFCWjt,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",226186,SE,,,Sinkies,Hot Sugar,God's Hand,trackdone,,True,False,True,4qhsmXkcjPMdRE2nfFCWjt,Sinkies,Hot Sugar,God's Hand,2017-05-31 00:24:51+00:00,226186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",206313,SE,,,Unknown,Unknown,Unknown,fwdbtn,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4xw2ZtWI41VL3le3jDjAwX,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1287,SE,,,All Yours,Tennyson,All Yours,clickrow,,True,False,True,4xw2ZtWI41VL3le3jDjAwX,All Yours,Tennyson,All Yours,2017-06-14 20:20:39+00:00,1287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1EmlAeiVUcdbskv3V34bZH,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",64220,SE,,,Chesty Cough Syrup,Klimeks,Nibbles,trackdone,,True,False,True,1EmlAeiVUcdbskv3V34bZH,Chesty Cough Syrup,Klimeks,Nibbles,2017-05-29 20:08:12+00:00,104733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:78qoim2GGUkspkxV8kUtVv,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",288694,SE,,,The Long Journey Home,Catching Flies,The Long Journey Home,clickrow,,True,False,True,78qoim2GGUkspkxV8kUtVv,The Long Journey Home,Catching Flies,The Long Journey Home,2017-05-29 19:49:27+00:00,288694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0d6KwZgrRPYkAl31Z4wfiI,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",94,SE,,,III. Allegro,Johann Sebastian Bach,Bach: Brandenburgische Konzerte,fwdbtn,,True,False,True,0d6KwZgrRPYkAl31Z4wfiI,III. Allegro,Johann Sebastian Bach,Bach: Brandenburgische Konzerte,2017-05-28 08:57:32+00:00,318613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1ES671b3rtljUyR6y0Cm1V,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",774346,SE,,,"Má vlast, JB 1:112: No. 2, Vltava (Die Moldau)",Bedřich Smetana,Smetana: Ma Vlast,trackdone,,True,False,True,1ES671b3rtljUyR6y0Cm1V,"Má vlast, JB 1:112: No. 2, Vltava (Die Moldau)",Bedřich Smetana,Smetana: Ma Vlast,2017-05-28 08:57:32+00:00,504858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1t43TLTiHKZkLT2gZeXe0F,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",415000,SE,,,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto",Johannes Brahms,Elbphilharmonie First Recording - Brahms: Symphonies Nos. 3 & 4,trackdone,,True,False,True,1t43TLTiHKZkLT2gZeXe0F,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto",Johannes Brahms,Elbphilharmonie First Recording - Brahms: Symphonies Nos. 3 & 4,2017-05-28 08:57:32+00:00,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",25206,SE,,,Unknown,Unknown,Unknown,fwdbtn,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:0yHmYjd3OiMpfu0PjUhf4a,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",3590,SE,,,Mycelium - Original Mix,blanketdragon,Mycelium,clickrow,,True,False,True,0yHmYjd3OiMpfu0PjUhf4a,Mycelium - Original Mix,blanketdragon,Mycelium,2017-06-14 20:20:39+00:00,3590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6sUe8AlvOhqh3cpzLR2YYo,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",151916,SE,,,Wulf Takahashi,Xavier Wulf,Project X,trackdone,,True,False,True,6sUe8AlvOhqh3cpzLR2YYo,Wulf Takahashi,Xavier Wulf,Project X,2016-12-13 16:01:24+00:00,136437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7oPReZS2KtJD7k38KaDhye,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",5011,SE,,,Intro,Warpaint,Warpaint,clickrow,,True,False,True,7oPReZS2KtJD7k38KaDhye,Intro,Warpaint,Warpaint,2017-05-25 16:13:05+00:00,111078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6pNQFjH7UiRRUohzimgK3j,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",215370,SE,,,Retrospect,Ephixa,Retrospect,trackdone,,True,False,True,6pNQFjH7UiRRUohzimgK3j,Retrospect,Ephixa,Retrospect,2017-06-14 20:20:39+00:00,215370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5Rv5iKvwNRrfi0VeGZ6Q7x,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",268111,SE,,,"Symphony No. 5 in B-Flat Major, D. 485: I. Allegro",Franz Schubert,Schubert: Symphonies Nos. 5 & 6,trackdone,,True,False,True,5Rv5iKvwNRrfi0VeGZ6Q7x,"Symphony No. 5 in B-Flat Major, D. 485: I. Allegro",Franz Schubert,Schubert: Symphonies Nos. 5 & 6,2017-06-09 02:01:27+00:00,429560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:07RQRAdAsYXQYaEAttXqtm,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",2600,SE,,,Just Air,Mndsgn,Breatharian,clickrow,,True,False,True,07RQRAdAsYXQYaEAttXqtm,Just Air,Mndsgn,Breatharian,2017-05-29 19:39:41+00:00,146250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1l8chD7szASN3ii2fuecvd,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",782,SE,,,Funeral,Myth Syzer,Funeral,clickrow,,True,False,True,1l8chD7szASN3ii2fuecvd,Funeral,Myth Syzer,Funeral,2017-06-14 20:20:39+00:00,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:4n0sDUR5L1Appw011Uj9gs,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",156173,SE,,,"Sonata No. 7 in D Major, Op. 10, No. 3: III. Menuetto - Allegro - Trio",Ludwig van Beethoven,"Bach, Beethoven, Medtner",trackdone,,True,False,True,4n0sDUR5L1Appw011Uj9gs,"Sonata No. 7 in D Major, Op. 10, No. 3: III. Menuetto - Allegro - Trio",Ludwig van Beethoven,"Bach, Beethoven, Medtner",2017-06-09 03:13:22+00:00,156173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:1TXJ6GZdDMnakAbSk1M7vV,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",292586,SE,,,"Quintet for Clarinet and Strings in B Minor, Op. 115: III. Andantino",Johannes Brahms,"Richard Stoltzman plays Clarinet Concertos, Sonatas and Chamber Music",trackdone,,True,False,True,1TXJ6GZdDMnakAbSk1M7vV,"Quintet for Clarinet and Strings in B Minor, Op. 115: III. Andantino",Johannes Brahms,"Richard Stoltzman plays Clarinet Concertos, Sonatas and Chamber Music",2017-06-09 01:01:06+00:00,292586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:7er0EUMY653mxZ1NVD9mwQ,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",34714,SE,,,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)","Tyler, The Creator",Cherry Bomb,fwdbtn,,False,False,True,7er0EUMY653mxZ1NVD9mwQ,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)","Tyler, The Creator",Cherry Bomb,2021-04-23 05:08:42+00:00,178641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:6RBAJlxHY9Ulvw2y7yk4aX,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",194840,SE,,,Forrest Gump,Frank Ocean,channel ORANGE,trackdone,,True,False,True,6RBAJlxHY9Ulvw2y7yk4aX,Forrest Gump,Frank Ocean,channel ORANGE,2019-09-20 20:32:14+00:00,156106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",1676,SE,,,Unknown,Unknown,Unknown,fwdbtn,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",12288,SE,,,Unknown,Unknown,Unknown,backbtn,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:5kWlmQMXbRuiAq3n3yUFZE,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",52706,SE,,,Давай останемся дома,PHARAOH,PHOSPHOR,trackdone,,True,False,True,5kWlmQMXbRuiAq3n3yUFZE,Давай останемся дома,PHARAOH,PHOSPHOR,2019-09-09 18:06:48+00:00,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:2ByM6ejiN2EERm2NmXIq5t,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",283489,SE,,,Emerge From Smoke,Shlohmo,Dark Red,trackdone,,True,False,True,2ByM6ejiN2EERm2NmXIq5t,Emerge From Smoke,Shlohmo,Dark Red,2017-04-11 21:57:30+00:00,3090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:17i5jLpzndlQhbS4SrTd0B,2017-06-14 20:20:39+00:00,willexmen,"Android OS 6.0.1 API 23 (OnePlus, ONE E1003)",152280,SE,,,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,"Bach: Cello Suites Nos. 1, 5 & 6",trackdone,,True,False,True,17i5jLpzndlQhbS4SrTd0B,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,"Bach: Cello Suites Nos. 1, 5 & 6",2017-05-25 16:15:20+00:00,7540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
